ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached_on_Time
8825;F;Ship;3;2;169;2;high;M;30;1698;yes
8826;B;Ship;5;4;186;10;low;F;24;3621;yes
8827;D;Ship;3;2;153;3;medium;F;3;5251;no
8828;C;Ship;6;2;261;4;medium;M;8;1891;no
8829;B;Ship;3;3;186;3;medium;M;49;2356;yes
8830;F;Ship;4;2;233;4;high;F;1;4316;no
8831;F;Ship;3;1;250;3;low;F;8;3617;yes
8832;D;Flight;3;1;213;10;medium;M;9;4862;no
8833;F;Ship;3;3;135;3;low;M;8;1074;yes
8834;F;Ship;7;3;267;4;medium;M;8;1892;yes
8835;F;Ship;2;2;158;3;low;M;28;1968;yes
8836;B;Ship;4;3;224;3;medium;F;6;5054;yes
8837;A;Ship;4;1;151;5;high;M;28;1148;yes
8838;D;Ship;4;1;158;3;medium;M;5;;no
8839;A;Ship;4;2;142;2;medium;F;5;4062;no
8840;A;Ship;4;4;184;3;medium;F;9;4500;no
8841;B;Ship;4;2;264;5;medium;F;6;1736;yes
8842;F;Ship;4;1;261;4;medium;F;10;4632;no
8843;F;Ship;3;3;162;2;low;F;26;1659;yes
8844;C;Ship;4;2;177;6;low;F;3;4392;yes
8845;A;Ship;3;1;194;4;low;F;8;4308;no
8846;A;Ship;6;1;271;4;low;F;9;1302;no
8847;A;Flight;5;2;233;3;medium;F;10;4233;yes
8848;C;Ship;3;3;257;3;low;M;64;3103;yes
8849;F;Flight;4;1;233;2;low;F;48;2804;yes
8850;C;Ship;3;5;181;3;medium;M;22;3575;yes
8851;C;Ship;7;3;272;4;medium;M;2;1754;no
8852;F;Ship;3;1;201;3;medium;F;8;4315;no
8853;B;Road;3;2;227;2;low;M;10;5401;no
8854;F;Ship;3;1;233;3;low;F;7;4874;no
8855;B;Ship;5;1;234;2;low;M;12;2372;yes
8856;C;Ship;5;4;178;6;medium;M;10;5197;no
8857;F;Ship;3;2;180;2;medium;F;4;4758;yes
8858;F;Ship;4;4;272;3;low;M;9;5458;no
8859;F;Ship;5;3;256;5;medium;M;5;1080;yes
8860;A;Road;6;2;269;6;medium;M;4;4423;no
8861;F;Ship;4;3;164;4;medium;M;1;4257;no
8862;F;Ship;4;2;248;3;low;M;2;5028;yes
8863;D;Road;5;3;111;4;medium;F;8;4575;no
8864;D;Road;4;1;241;3;low;M;4;4493;yes
8865;C;Ship;5;3;262;5;low;F;8;1493;yes
8866;D;Road;4;1;204;8;low;F;7;5359;no
8867;C;Ship;5;2;191;2;high;F;6;2059;yes
8868;F;Ship;3;4;285;3;low;M;9;4768;yes
8869;D;Ship;3;4;265;3;medium;F;7;5113;no
8870;C;Ship;4;2;175;6;low;F;5;5445;yes
8871;F;Flight;4;3;143;2;high;M;39;1727;yes
8872;A;Ship;4;4;175;2;medium;F;7;1188;yes
8873;F;Ship;3;5;206;3;low;F;6;4620;yes
8874;C;Ship;5;4;252;5;low;F;10;1015;yes
8875;F;Flight;3;4;238;2;low;M;5;4349;yes
8876;F;Ship;3;2;159;2;medium;F;3;4876;no
8877;B;Road;3;1;242;4;low;M;10;4809;yes
8878;C;Ship;3;5;218;2;medium;F;6;4072;no
8879;F;Ship;2;1;222;2;medium;M;5;3778;yes
8880;C;Ship;3;5;171;3;medium;F;24;1300;yes
8881;A;Ship;5;5;264;8;high;F;10;5759;yes
8882;A;Ship;4;4;163;2;low;F;9;4720;no
8883;C;Ship;4;3;217;3;medium;F;7;4723;yes
8884;D;Ship;4;3;133;2;low;M;9;4145;no
8885;F;Ship;3;3;240;3;low;F;4;5056;yes
8886;C;Flight;3;5;208;4;medium;M;12;3181;yes
8887;F;Ship;3;5;242;5;medium;F;61;3688;yes
8888;C;Flight;3;1;185;2;medium;F;9;4316;no
8889;B;Ship;3;4;160;2;medium;M;32;1085;yes
8890;F;Road;3;1;257;2;low;M;6;4897;yes
8891;F;Flight;5;4;165;3;low;F;20;1150;yes
8892;F;Ship;4;3;273;10;medium;M;6;4251;yes
8893;A;Road;6;1;192;6;medium;M;7;4014;yes
8894;F;Ship;6;5;244;4;medium;F;2;1980;no
8895;A;Ship;4;4;280;5;low;F;3;5034;no
8896;F;Ship;3;4;168;2;medium;M;9;5235;yes
8897;D;Ship;5;5;264;6;high;M;8;4644;yes
8898;F;Flight;4;5;173;3;medium;F;8;4040;yes
8899;C;Road;6;2;308;5;medium;F;6;1118;no
8900;F;Ship;5;1;193;2;low;M;8;5184;no
8901;F;Ship;6;5;275;4;low;M;8;1553;yes
8902;A;Flight;3;5;151;3;low;M;3;1273;yes
8903;D;Ship;3;1;152;2;medium;F;2;4136;no
8904;A;Ship;3;4;250;6;medium;M;1;4543;yes
8905;F;Ship;2;3;134;3;low;M;6;4444;yes
8906;F;Ship;3;2;151;2;medium;M;1;5179;no
8907;F;Ship;3;1;207;3;medium;F;56;3482;yes
8908;D;Road;4;4;209;3;medium;F;52;2740;yes
8909;C;Ship;3;2;212;3;medium;M;10;4117;no
8910;A;Ship;3;1;187;5;low;F;6;4698;no
8911;F;Ship;3;2;178;2;low;M;32;1329;yes
8912;F;Flight;5;2;152;4;medium;M;6;5596;no
8913;F;Ship;5;1;226;5;medium;M;3;1409;no
8914;C;Road;4;1;213;5;low;M;10;5492;no
8915;C;Road;5;1;258;6;low;F;7;4344;no
8916;C;Ship;5;3;169;4;medium;F;37;1290;yes
8917;C;Ship;3;4;164;3;high;F;55;1293;yes
8918;C;Flight;4;5;217;4;medium;F;3;5966;no
8919;A;Ship;6;1;238;6;low;F;13;2442;yes
8920;D;Flight;4;5;230;2;low;F;38;2890;yes
8921;A;Ship;5;5;238;6;low;F;3;1965;yes
8922;B;Ship;4;5;155;3;low;F;10;5315;yes
8923;C;Ship;3;3;268;2;high;F;5;5195;no
8924;B;Ship;3;3;179;2;low;F;60;1808;yes
8925;D;Road;3;4;130;2;medium;F;42;1213;yes
8926;F;Ship;3;5;187;2;medium;F;50;2598;yes
8927;F;Ship;6;2;247;4;low;M;10;1556;no
8928;F;Ship;4;4;242;6;low;F;9;1192;yes
8929;A;Road;4;5;180;4;high;F;10;5176;yes
8930;C;Ship;3;4;245;3;medium;F;7;5429;no
8931;B;Ship;4;3;268;2;low;F;4;5280;yes
8932;C;Ship;5;4;178;7;medium;M;52;1824;yes
8933;A;Ship;3;4;178;2;low;F;35;1183;yes
8934;B;Road;4;3;137;3;medium;M;46;1299;yes
8935;A;Ship;3;3;193;3;medium;M;11;3188;yes
8936;C;Ship;4;4;209;3;high;F;5;5979;no
8937;D;Road;6;4;116;3;low;M;6;4649;no
8938;B;Ship;5;2;225;5;low;M;5;1015;no
8939;A;Road;5;3;263;3;medium;F;2;4688;no
8940;A;Road;6;3;223;2;medium;M;7;5007;no
8941;F;Ship;4;2;253;5;low;F;3;1086;yes
8942;D;Ship;2;3;188;2;high;M;25;2033;yes
8943;A;Ship;4;1;146;8;low;M;7;4576;no
8944;F;Flight;3;1;250;3;medium;F;8;5509;no
8945;D;Road;5;5;160;3;medium;M;55;1911;yes
8946;F;Flight;6;1;261;4;medium;M;10;1290;yes
8947;B;Ship;3;2;198;3;low;M;15;3250;yes
8948;D;Ship;5;1;249;3;low;F;8;5940;no
8949;A;Flight;5;5;230;3;low;F;32;3249;yes
8950;D;Ship;3;5;241;3;medium;M;48;2841;yes
8951;D;Ship;3;1;131;6;medium;M;8;5352;no
8952;A;Ship;3;4;263;3;medium;F;2;5741;yes
8953;F;Ship;3;5;115;;low;M;10;4200;no
8954;F;Ship;3;4;186;2;medium;F;9;5841;no
8955;B;Flight;4;2;238;3;low;M;30;3423;yes
8956;B;Ship;4;3;251;3;medium;F;46;2632;yes
8957;C;Ship;4;5;133;3;low;F;53;1467;yes
8958;C;Flight;4;2;142;3;medium;F;6;4918;no
8959;A;Ship;3;5;135;3;low;M;20;1772;yes
8960;F;Ship;4;2;170;6;medium;M;10;4891;no
8961;D;Ship;4;2;182;3;low;M;58;3943;yes
8962;F;Ship;5;5;275;3;medium;M;9;4287;yes
8963;A;Ship;5;1;158;2;low;M;4;5736;yes
8964;D;Ship;4;1;261;3;low;F;10;5943;no
8965;A;Ship;5;1;213;2;high;F;10;5607;yes
8966;A;Flight;5;5;233;6;medium;F;4;1924;yes
8967;A;Ship;4;3;247;4;low;M;16;2362;yes
8968;D;Flight;4;4;220;2;medium;F;7;2551;yes
8969;B;Flight;4;5;192;4;low;F;10;4691;no
8970;F;Ship;4;3;225;5;low;F;10;1310;no
8971;B;Road;4;5;244;4;medium;F;2;5365;yes
8972;D;Ship;5;1;267;4;low;M;5;4440;yes
8973;D;Road;6;3;113;2;medium;F;4;5130;yes
8974;A;Ship;3;5;204;2;low;F;1;4025;yes
8975;A;Ship;6;5;282;4;medium;F;4;1013;no
8976;F;Ship;4;3;205;3;medium;F;44;2291;yes
8977;F;Ship;5;1;224;2;low;F;14;2959;yes
8978;A;Road;5;1;177;2;medium;M;9;4881;no
8979;F;Ship;3;5;139;2;low;F;6;5181;no
8980;A;Ship;3;2;245;4;medium;M;60;2178;yes
8981;D;Ship;4;1;240;2;low;M;14;2437;yes
8982;B;Ship;2;3;140;3;low;F;2;4691;no
8983;F;Ship;4;5;163;3;high;M;4;5863;no
8984;D;Ship;7;2;296;4;low;F;6;1005;yes
8985;F;Ship;2;2;259;3;low;M;6;4840;yes
8986;A;Flight;5;2;264;8;high;M;2;5252;yes
8987;B;Ship;5;2;174;2;medium;M;54;1091;yes
8988;D;Ship;3;4;190;7;medium;F;51;2391;yes
8989;D;Road;4;4;189;2;low;M;5;4553;no
8990;D;Ship;4;5;252;3;low;M;16;2332;yes
8991;B;Ship;3;5;185;4;low;M;9;5704;no
8992;F;Flight;4;1;157;3;medium;M;31;1712;yes
8993;B;Ship;2;3;176;3;low;F;6;5006;no
8994;C;Road;3;3;150;4;medium;F;1;4662;no
8995;B;Ship;6;5;165;6;low;F;6;1529;yes
8996;F;Road;5;2;249;6;low;M;8;1170;yes
8997;C;Ship;4;3;244;2;low;M;10;4486;yes
8998;B;Ship;3;3;273;3;medium;F;6;5269;yes
8999;F;Ship;4;2;136;4;low;F;3;4190;no
9000;C;Road;4;2;262;3;low;F;9;4941;no
9001;B;Ship;3;2;207;3;medium;F;1;4369;no
9002;F;Ship;3;3;224;3;medium;F;5;4214;yes
9003;B;Ship;6;1;189;3;medium;F;9;5316;no
9004;B;Ship;5;4;260;5;low;M;5;1370;no
9005;F;Ship;5;4;219;5;low;M;5;1388;yes
9006;B;Ship;3;3;275;3;medium;M;7;4968;no
9007;C;Road;6;3;246;4;medium;F;8;1741;no
9008;B;Ship;5;4;191;3;high;F;7;4435;yes
9009;F;Flight;3;1;135;3;low;M;9;4511;no
9010;C;Road;3;4;232;5;medium;M;7;5653;yes
9011;A;Flight;5;1;199;10;medium;F;8;4140;no
9012;F;Road;5;4;165;2;high;M;46;1482;yes
9013;F;Ship;4;3;220;3;medium;M;8;3342;yes
9014;F;Road;5;5;158;3;medium;M;7;5559;yes
9015;F;Ship;4;4;301;5;low;M;6;1931;no
9016;F;Flight;3;2;200;4;medium;F;4;4918;no
9017;C;Road;6;1;295;4;medium;F;6;1611;no
9018;C;Ship;5;1;250;3;low;M;8;5845;no
9019;C;Road;3;1;254;4;medium;M;9;4571;no
9020;F;Ship;5;3;133;4;medium;F;29;1094;yes
9021;D;Road;6;3;244;4;low;F;1;1317;yes
9022;A;Ship;5;3;150;2;low;M;2;1682;yes
9023;A;Flight;4;5;140;5;medium;F;3;4191;yes
9024;B;Ship;7;4;192;3;low;F;33;1694;yes
9025;B;Flight;2;1;271;3;low;M;1;4537;no
9026;F;Road;5;5;169;4;medium;F;23;1922;yes
9027;F;Ship;5;4;263;5;medium;M;8;1548;no
9028;F;Ship;4;3;213;3;medium;M;4;4367;no
9029;A;Ship;4;4;208;5;medium;F;7;5401;no
9030;A;Ship;4;3;183;3;low;M;4;5866;no
9031;C;Road;3;5;226;3;medium;M;5;3914;yes
9032;D;Ship;4;2;210;3;low;M;16;2046;yes
9033;F;Ship;5;4;136;3;medium;M;4;5413;no
9034;F;Flight;3;1;202;2;medium;F;10;4412;yes
9035;F;Flight;5;4;151;3;low;F;4;5522;no
9036;F;Ship;4;5;134;3;low;F;1;1008;no
9037;A;Ship;4;5;139;3;low;F;65;1277;yes
9038;F;Flight;4;3;197;5;low;F;8;4209;yes
9039;B;Ship;4;4;146;10;low;M;1;4351;no
9040;C;Flight;7;3;307;4;low;M;1;1793;yes
9041;A;Flight;5;4;190;2;medium;F;23;3960;yes
9042;F;Ship;4;1;186;4;medium;F;57;3880;yes
9043;A;Flight;5;3;244;2;low;M;5;4713;no
9044;C;Ship;6;3;247;6;medium;M;3;4582;no
9045;D;Ship;4;1;247;6;low;M;4;1349;yes
9046;C;Ship;4;2;191;3;high;M;3;2353;yes
9047;B;Road;6;1;237;5;medium;M;3;5299;yes
9048;A;Ship;3;3;183;2;low;F;3;5189;no
9049;B;Ship;3;3;228;2;medium;M;27;3473;yes
9050;D;Ship;3;3;167;3;medium;F;24;1111;yes
9051;C;Road;5;1;219;6;low;F;2;1650;yes
9052;B;Ship;4;3;146;3;low;F;8;5673;yes
9053;B;Ship;4;4;205;4;medium;F;2;4690;yes
9054;B;Ship;4;5;248;2;medium;M;10;4366;yes
9055;D;Ship;7;2;284;4;low;F;6;1550;yes
9056;C;Ship;4;1;253;2;low;F;9;4299;no
9057;D;Ship;5;5;222;6;low;M;1;1962;no
9058;A;Flight;4;4;237;3;medium;M;4;4747;yes
9059;F;Ship;5;3;219;5;low;M;7;1993;yes
9060;C;Ship;3;4;166;3;medium;F;8;4369;yes
9061;A;Ship;4;4;258;5;low;M;9;1947;yes
9062;D;Ship;3;1;273;6;low;F;9;1198;yes
9063;C;Ship;4;1;151;2;low;F;47;1682;yes
9064;A;Ship;2;3;139;8;medium;M;21;1033;yes
9065;B;Ship;4;5;189;2;medium;M;6;5439;yes
9066;D;Ship;4;3;163;4;medium;M;5;5593;no
9067;B;Ship;5;1;218;5;medium;F;9;1603;no
9068;A;Ship;4;5;171;4;low;F;4;5265;no
9069;F;Ship;4;3;220;4;low;M;19;3602;yes
9070;B;Ship;5;3;215;2;medium;F;10;5194;yes
9071;F;Road;5;1;143;3;low;M;5;5146;yes
9072;A;Ship;5;1;240;5;medium;M;1;1200;no
9073;C;Road;3;4;269;2;medium;M;6;5951;no
9074;C;Ship;4;3;273;10;medium;F;8;4896;no
9075;B;Road;4;3;232;2;low;M;1;5398;no
9076;C;Ship;5;3;235;2;medium;F;12;3358;yes
9077;A;Ship;2;5;150;3;low;F;16;1738;yes
9078;F;Road;6;3;222;5;high;F;2;4612;no
9079;C;Ship;5;4;228;3;medium;M;20;3382;yes
9080;B;Ship;4;1;241;4;medium;M;9;5360;no
9081;F;Ship;3;2;113;5;medium;M;1;5993;no
9082;C;Ship;4;3;228;2;high;F;4;4719;yes
9083;A;Flight;2;5;271;3;low;M;4;5775;no
9084;C;Road;5;1;152;3;medium;F;3;5981;no
9085;F;Ship;4;1;149;3;medium;M;54;1178;yes
9086;A;Ship;4;1;226;5;medium;M;6;1510;yes
9087;D;Flight;3;2;257;2;medium;F;1;4132;yes
9088;A;Flight;5;5;219;5;low;M;6;1234;no
9089;C;Road;3;3;169;3;low;M;10;5147;no
9090;D;Ship;5;3;252;5;low;M;2;1312;yes
9091;C;Ship;4;3;194;2;medium;M;4;5780;yes
9092;B;Ship;4;1;172;2;low;M;48;1993;yes
9093;F;Ship;4;2;236;3;low;M;4;4800;no
9094;D;Ship;5;5;251;2;medium;F;5;5178;yes
9095;F;Flight;3;2;129;3;high;M;9;4342;yes
9096;B;Ship;4;3;134;4;low;M;8;4879;yes
9097;A;Road;4;1;262;6;low;F;3;1830;yes
9098;C;Ship;4;4;209;3;medium;M;37;3026;yes
9099;A;Ship;3;2;259;8;high;M;3;4390;yes
9100;B;Ship;4;1;201;6;medium;F;8;5529;no
9101;B;Flight;4;5;155;2;medium;M;41;1367;yes
9102;F;Road;3;2;254;2;medium;F;10;5608;no
9103;C;Ship;4;2;274;10;medium;F;29;2949;yes
9104;A;Ship;5;1;205;2;low;F;3;5682;yes
9105;F;Ship;4;3;169;6;medium;F;2;5607;no
9106;A;Ship;2;1;104;7;low;M;30;1870;yes
9107;F;Road;4;5;159;2;low;F;3;5704;no
9108;D;Flight;5;2;263;6;low;F;6;1511;yes
9109;D;Ship;5;4;273;2;low;F;1;5008;yes
9110;A;Road;5;2;261;8;medium;F;1;3308;yes
9111;F;Ship;4;3;264;6;medium;F;10;1962;yes
9112;F;Road;4;5;133;3;medium;M;3;1403;yes
9113;F;Ship;6;1;257;3;medium;M;60;3416;yes
9114;A;Ship;4;4;228;5;low;F;1;1788;yes
9115;F;Ship;3;1;109;6;low;F;6;5457;yes
9116;A;Road;4;2;221;3;low;M;10;5632;no
9117;B;Ship;5;2;225;4;low;M;1;4328;yes
9118;A;Ship;3;2;146;6;medium;F;62;1162;yes
9119;B;Ship;3;2;137;3;medium;F;9;1347;yes
9120;C;Flight;4;5;228;5;low;M;2;1996;no
9121;D;Ship;4;2;217;3;low;M;1;3133;yes
9122;C;Ship;4;2;258;3;medium;F;9;4977;yes
9123;A;Ship;4;1;183;3;low;M;37;2042;yes
9124;F;Flight;3;2;204;2;high;M;8;4562;yes
9125;A;Ship;3;5;195;2;low;F;42;3814;yes
9126;C;Ship;6;3;252;2;low;M;1;1756;no
9127;B;Ship;6;4;254;4;low;M;9;1594;no
9128;F;Flight;6;3;266;4;low;F;9;1876;no
9129;C;Ship;4;1;272;5;medium;F;1;;no
9130;D;Ship;6;5;176;4;medium;M;31;1262;yes
9131;F;Ship;4;1;270;2;low;M;4;4369;no
9132;F;Ship;4;3;253;5;low;M;6;1367;yes
9133;B;Ship;4;2;205;2;medium;M;10;4641;yes
9134;A;Ship;4;1;269;5;medium;M;3;4534;yes
9135;B;Ship;4;5;186;10;low;F;42;3521;yes
9136;A;Flight;4;2;187;2;low;M;54;2191;yes
9137;F;Road;5;2;202;3;medium;M;34;3885;yes
9138;C;Ship;6;3;142;2;low;F;9;5360;yes
9139;F;Ship;5;4;192;3;medium;M;46;3709;yes
9140;C;Ship;5;4;196;3;medium;M;2;5427;yes
9141;F;Ship;5;2;196;3;medium;M;4;4868;yes
9142;C;Ship;4;3;216;4;medium;M;3;4750;no
9143;B;Ship;3;1;231;2;low;M;44;3688;yes
9144;A;Ship;3;2;182;3;low;F;54;3972;yes
9145;F;Ship;6;4;304;4;low;M;6;1342;no
9146;D;Ship;7;5;288;4;low;F;1;1269;yes
9147;D;Ship;3;4;272;8;high;F;10;4070;no
9148;F;Ship;6;2;247;4;low;F;3;1752;no
9149;F;Ship;5;1;167;3;low;M;9;4660;no
9150;B;Flight;3;5;189;2;low;M;8;4567;no
9151;C;Ship;6;4;;3;low;M;4;4549;yes
9152;F;Ship;3;5;187;4;medium;F;4;5640;no
9153;A;Flight;7;5;260;4;low;F;3;1930;yes
9154;F;Ship;2;3;205;3;low;M;1;5137;no
9155;A;Ship;5;2;181;3;low;M;7;5875;no
9156;D;Ship;5;5;262;5;low;M;9;1400;no
9157;F;Road;4;3;176;2;low;F;6;5149;yes
9158;B;Flight;3;3;158;3;low;M;1;5502;no
9159;D;Ship;4;3;180;3;medium;M;5;4038;yes
9160;D;Ship;3;3;257;3;low;M;5;4937;yes
9161;F;Ship;4;5;261;10;low;M;7;5208;no
9162;A;Flight;6;3;266;4;medium;F;8;1547;no
9163;F;Ship;3;3;167;3;medium;F;42;1363;yes
9164;D;Ship;3;5;146;5;low;F;3;5489;no
9165;B;Ship;3;5;202;2;medium;F;8;4552;yes
9166;C;Road;4;4;135;3;low;F;4;4651;yes
9167;D;Ship;3;4;184;3;low;M;10;4776;no
9168;F;Road;4;2;173;2;medium;M;2;5327;no
9169;D;Ship;3;2;214;3;medium;M;1;5362;no
9170;C;Ship;4;1;177;3;medium;F;5;4382;no
9171;F;Ship;4;1;224;2;low;M;8;3638;yes
9172;A;Ship;5;2;303;4;low;F;9;1224;yes
9173;F;Ship;3;3;155;2;medium;F;5;5577;no
9174;B;Road;6;4;249;4;low;M;2;1516;no
9175;A;Ship;6;4;292;4;medium;F;1;1372;yes
9176;B;Ship;5;1;155;2;medium;F;40;1024;yes
9177;A;Flight;5;2;275;4;medium;F;10;1141;yes
9178;F;Flight;5;5;273;5;medium;M;4;1597;yes
9179;A;Ship;5;3;266;3;medium;F;4;4195;no
9180;F;Road;4;5;266;3;medium;M;8;4889;no
9181;F;Ship;2;3;151;3;medium;M;22;1024;yes
9182;D;Ship;4;3;209;5;medium;M;6;4384;no
9183;D;Ship;4;1;231;3;medium;M;5;4118;yes
9184;D;Ship;6;5;264;4;low;F;4;1822;yes
9185;C;Ship;2;4;177;3;medium;M;48;1113;yes
9186;F;Ship;2;3;151;4;low;F;3;1353;yes
9187;F;Ship;4;3;130;3;medium;F;3;4317;no
9188;F;Ship;2;1;170;3;low;M;41;1128;yes
9189;D;Ship;6;2;291;4;low;F;7;1046;no
9190;D;Ship;2;4;121;5;low;M;32;1788;yes
9191;F;Ship;5;3;218;5;medium;F;4;1433;no
9192;F;Road;4;4;264;6;medium;F;6;1748;yes
9193;A;Ship;4;2;222;2;medium;M;10;5115;yes
9194;F;Road;4;4;174;3;low;M;49;1141;yes
9195;B;Road;5;2;253;2;medium;F;9;5530;no
9196;F;Flight;4;1;164;3;high;F;1;5492;no
9197;F;Road;5;5;187;4;medium;F;9;5326;no
9198;C;Ship;4;2;216;4;medium;M;3;4887;yes
9199;B;Ship;4;5;139;3;medium;M;5;5126;no
9200;F;Road;2;2;148;6;medium;F;63;1279;yes
9201;B;Ship;4;5;220;3;medium;F;63;3109;yes
9202;D;Ship;2;2;161;5;medium;M;3;4138;no
9203;F;Ship;5;4;229;3;low;M;1;5660;no
9204;F;Ship;3;2;263;3;high;F;44;3802;yes
9205;F;Ship;6;4;280;4;low;M;4;1831;yes
9206;D;Ship;3;4;199;4;medium;F;6;5207;no
9207;A;Ship;4;2;183;3;medium;F;12;3646;yes
9208;C;Ship;4;4;202;4;medium;M;4;4053;no
9209;B;Flight;4;1;240;4;low;F;6;4811;no
9210;D;Ship;4;5;270;4;low;M;65;1818;yes
9211;F;Ship;3;5;178;3;low;F;3;5540;no
9212;F;Ship;5;2;230;4;low;F;4;4782;yes
9213;B;Ship;3;3;135;3;medium;F;28;1329;yes
9214;D;Ship;5;3;145;3;low;M;3;4077;yes
9215;C;Ship;4;5;234;5;low;F;2;1087;yes
9216;F;Flight;3;4;143;3;low;M;10;5261;no
9217;B;Road;3;4;149;2;medium;F;37;1080;yes
9218;F;Ship;3;1;229;3;low;M;5;4971;yes
9219;F;Ship;4;4;192;2;low;M;7;4151;no
9220;A;Ship;5;2;254;5;high;M;6;1491;yes
9221;C;Flight;3;4;148;2;low;F;5;4693;yes
9222;C;Ship;6;3;278;4;high;F;3;1033;no
9223;C;Flight;3;5;132;3;medium;F;4;4212;no
9224;C;Road;4;1;261;3;low;F;8;5206;yes
9225;A;Ship;3;5;203;2;medium;M;61;3642;yes
9226;C;Ship;5;1;274;2;medium;M;24;2423;yes
9227;D;Ship;6;2;246;4;medium;M;7;1071;no
9228;C;Ship;3;5;239;6;low;F;8;5791;yes
9229;C;Ship;4;5;246;6;low;M;1;1400;yes
9230;C;Ship;5;1;236;3;medium;F;10;1347;yes
9231;D;Ship;3;2;145;2;medium;F;29;1690;yes
9232;D;Road;6;1;282;4;medium;M;4;1716;no
9233;D;Ship;5;5;253;6;medium;M;59;2627;yes
9234;C;Ship;4;1;238;4;low;F;22;3950;yes
9235;A;Ship;2;4;176;2;medium;F;2;5138;no
9236;C;Ship;5;4;230;3;low;M;1;4727;no
9237;F;Ship;2;3;157;4;low;M;3;1203;yes
9238;F;Ship;3;5;203;10;medium;F;1;4996;no
9239;F;Road;3;4;273;3;low;M;3;5163;yes
9240;B;Road;5;5;259;5;low;F;9;1624;no
9241;C;Ship;4;2;274;2;medium;M;55;3416;yes
9242;F;Road;4;1;154;10;high;M;10;5674;yes
9243;A;Ship;3;1;231;3;low;M;1;5392;yes
9244;A;Flight;4;2;136;2;medium;F;17;1285;yes
9245;F;Flight;3;2;210;3;low;F;9;4731;yes
9246;F;Ship;3;1;203;2;medium;F;51;3976;yes
9247;B;Ship;4;4;245;6;low;F;6;1437;yes
9248;B;Ship;4;3;228;4;low;M;61;3583;yes
9249;B;Ship;4;5;212;4;low;M;21;1014;yes
9250;A;Ship;6;3;100;4;low;M;3;5756;no
9251;B;Ship;4;4;182;2;low;F;13;3332;yes
9252;A;Flight;4;2;238;2;medium;F;9;4937;no
9253;B;Ship;5;3;174;5;medium;M;47;1909;yes
9254;C;Ship;5;2;145;4;medium;F;9;4028;no
9255;F;Ship;4;5;240;5;low;M;8;4558;no
9256;B;Flight;3;2;183;5;low;M;3;1336;yes
9257;F;Flight;4;3;245;5;low;M;4;1470;no
9258;F;Ship;3;3;243;2;low;M;3;4675;yes
9259;B;Ship;4;1;151;2;low;M;42;1367;yes
9260;D;Road;7;1;287;4;low;M;1;1660;no
9261;B;Ship;4;2;233;7;medium;M;56;3925;yes
9262;F;Road;3;4;207;2;low;M;6;5852;yes
9263;C;Ship;4;2;168;3;low;M;3;4653;yes
9264;A;Flight;3;4;174;3;low;F;3;5366;yes
9265;C;Ship;4;1;166;3;high;F;3;1453;yes
9266;F;Flight;5;2;257;4;medium;M;9;5088;no
9267;F;Road;3;3;154;10;medium;F;1;5235;yes
9268;B;Road;4;4;192;4;low;F;2;5856;yes
9269;F;Ship;6;4;271;4;low;F;6;1503;no
9270;A;Ship;4;2;231;5;low;F;2;1465;yes
9271;F;Ship;5;3;242;5;low;F;9;1716;no
9272;C;Road;6;1;250;3;low;M;5;5621;yes
9273;B;Ship;5;2;174;3;low;F;10;5973;yes
9274;B;Road;5;4;221;5;low;M;6;5059;no
9275;A;Flight;2;5;243;3;high;M;7;4486;no
9276;C;Flight;4;5;187;5;medium;M;16;3781;yes
9277;B;Flight;6;5;225;3;medium;M;10;4972;no
9278;F;Ship;4;1;236;5;medium;M;4;1953;no
9279;D;Ship;5;5;235;3;low;F;4;5325;no
9280;D;Flight;4;5;232;2;low;F;21;3128;yes
9281;B;Ship;3;3;178;3;low;M;3;5396;yes
9282;D;Ship;4;2;180;3;low;M;22;1261;yes
9283;C;Flight;4;4;271;3;low;M;3;4152;no
9284;D;Ship;6;5;254;4;high;F;10;1217;no
9285;A;Road;5;2;256;7;low;F;41;2758;yes
9286;F;Flight;3;5;135;3;low;M;3;4938;no
9287;F;Ship;5;4;259;3;medium;F;43;2685;yes
9288;F;Ship;2;1;214;3;high;M;1;4391;no
9289;D;Ship;3;2;206;2;medium;F;28;2822;yes
9290;C;Ship;4;2;212;3;medium;M;3;5427;yes
9291;C;Road;5;3;257;5;medium;M;8;1981;yes
9292;F;Ship;4;2;175;3;medium;M;7;4874;yes
9293;F;Flight;3;4;212;3;low;F;8;5214;no
9294;B;Ship;3;4;257;3;medium;M;56;2941;yes
9295;F;Ship;3;3;235;3;medium;F;10;4186;no
9296;B;Ship;5;5;183;3;medium;F;3;4071;yes
9297;C;Ship;5;3;206;4;low;M;18;3104;yes
9298;F;Ship;5;3;104;4;low;M;3;4885;yes
9299;F;Flight;6;5;256;5;low;M;10;1686;no
9300;F;Road;3;2;164;2;medium;F;3;4666;no
9301;B;Ship;4;4;201;10;medium;M;17;2059;yes
9302;F;Ship;3;5;233;4;low;F;9;4541;no
9303;F;Road;4;2;262;2;medium;M;3;4090;yes
9304;F;Ship;5;3;169;4;low;F;4;5683;no
9305;A;Ship;3;5;261;3;medium;M;15;2989;yes
